concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
766231		Drug	CPT4	CPT4		0001A	20201211	20991231	
2108420		Observation	CPT4	CPT4	S	0001F	20040331	20991231	
46257721		Measurement	CPT4	CPT4	S	0001M	20150511	20190505	
42739901		Procedure	CPT4	CPT4	S	0001T	19700101	20050119	
42627913		Measurement	CPT4	CPT4	S	0001U	20170508	20991231	
766232		Drug	CPT4	CPT4		0002A	20201211	20991231	
42740578		Observation	CPT4	CPT4	S	0002F	20040331	20160311	
46257430		Measurement	CPT4	CPT4	S	0002M	20150511	20991231	
42739902		Procedure	CPT4	CPT4	S	0002T	19700101	20040331	
42628641		Measurement	CPT4	CPT4	S	0002U	20170508	20991231	
759433		Drug	CPT4	CPT4		0003A	20210812	20991231	
42740579		Observation	CPT4	CPT4		0003F	20040331	20050119	
46257483		Measurement	CPT4	CPT4	S	0003M	20150501	20991231	
42739903		Procedure	CPT4	CPT4	S	0003T	19700101	20070703	
42628034		Measurement	CPT4	CPT4	S	0003U	20170508	20991231	
759434		Drug	CPT4	CPT4		0004A	20210922	20991231	
42740580		Procedure	CPT4	CPT4	S	0004F	20040331	20160311	
46257537		Measurement	CPT4	CPT4	S	0004M	20150511	20991231	
724989		Measurement	CPT4	CPT4	S	0004U	20180501	20190505	
2108437		Observation	CPT4	CPT4	S	0005F	20040331	20991231	
42739904		Procedure	CPT4	CPT4	S	0005T	19700101	20050119	
724990		Measurement	CPT4	CPT4	S	0005U	20180501	20991231	
42740582		Procedure	CPT4	CPT4		0006F	20040331	20050119	
46257387		Measurement	CPT4	CPT4	S	0006M	20150511	20991231	
42739905		Procedure	CPT4	CPT4	S	0006T	19700101	20050119	
724991		Measurement	CPT4	CPT4	S	0006U	20180501	20210101	
42740583		Observation	CPT4	CPT4		0007F	20040331	20050119	
46257686		Measurement	CPT4	CPT4	S	0007M	20150511	20991231	
42739906		Procedure	CPT4	CPT4	S	0007T	19700101	20050119	
724992		Measurement	CPT4	CPT4	S	0007U	20180501	20991231	
42740584		Procedure	CPT4	CPT4	S	0008F	20040331	20050119	
46257431		Measurement	CPT4	CPT4	S	0008M	20150511	20180506	
42739907		Procedure	CPT4	CPT4	S	0008T	19700101	20070703	
724993		Measurement	CPT4	CPT4	S	0008U	20180501	20991231	
42740585		Observation	CPT4	CPT4	S	0009F	20040331	20160311	
42628619		Measurement	CPT4	CPT4	S	0009M	20170508	20200503	
42739908		Procedure	CPT4	CPT4	S	0009T	19700101	20050119	
724994		Measurement	CPT4	CPT4	S	0009U	20180501	20991231	
2100624		Procedure	CPT4	CPT4		00100	19700101	20991231	
2100625		Procedure	CPT4	CPT4		00102	19700101	20991231	
2100626		Procedure	CPT4	CPT4	S	00103	19700101	20991231	
2100627		Procedure	CPT4	CPT4		00104	19700101	20991231	
42740586		Observation	CPT4	CPT4	S	0010F	20040331	20050119	
742192		Procedure	CPT4	CPT4	S	0010M	20160501	20170101	
42739909		Procedure	CPT4	CPT4	S	0010T	19700101	20160311	
724995		Measurement	CPT4	CPT4	S	0010U	20180501	20991231	
766233		Drug	CPT4	CPT4		0011A	20201218	20991231	
42740587		Procedure	CPT4	CPT4	S	0011F	20040331	20050119	
926980		Measurement	CPT4	CPT4	S	0011M	20190506	20991231	
724996		Measurement	CPT4	CPT4	S	0011U	20180501	20991231	
2100641		Procedure	CPT4	CPT4	S	00120	19700101	20991231	
2100652		Procedure	CPT4	CPT4	S	00124	19700101	20991231	
2100653		Procedure	CPT4	CPT4	S	00126	19700101	20991231	
766234		Drug	CPT4	CPT4		0012A	20201218	20991231	
2100654		Observation	CPT4	CPT4	S	0012F	20070703	20991231	
926981		Measurement	CPT4	CPT4	S	0012M	20190506	20991231	
42739910		Procedure	CPT4	CPT4	S	0012T	19700101	20050119	
724997		Measurement	CPT4	CPT4		0012U	20180501	20230501	
759435		Drug	CPT4	CPT4		0013A	20210812	20991231	
926982		Measurement	CPT4	CPT4	S	0013M	20190506	20991231	
42739911		Procedure	CPT4	CPT4		0013T	19700101	20050119	
724998		Measurement	CPT4	CPT4	S	0013U	20180501	20230501	
2100657		Procedure	CPT4	CPT4		00140	19700101	20991231	
2100658		Procedure	CPT4	CPT4		00142	19700101	20991231	
2100659		Procedure	CPT4	CPT4		00144	19700101	20991231	
2100660		Procedure	CPT4	CPT4	S	00145	19700101	20991231	
2100661		Procedure	CPT4	CPT4		00147	19700101	20991231	
2100672		Procedure	CPT4	CPT4		00148	19700101	20991231	
759436		Drug	CPT4	CPT4		0014A	20210503	20230501	
2100673		Procedure	CPT4	CPT4	S	0014F	20090406	20991231	
759437		Measurement	CPT4	CPT4	S	0014M	20210503	20991231	
42739928		Procedure	CPT4	CPT4	S	0014T	19700101	20050119	
724999		Measurement	CPT4	CPT4	S	0014U	20180501	20230501	
2100675		Procedure	CPT4	CPT4	S	0015F	20090406	20991231	
759438		Measurement	CPT4	CPT4	S	0015M	20210503	20991231	
725000		Measurement	CPT4	CPT4	S	0015U	20180501	20190505	
2100676		Procedure	CPT4	CPT4		00160	19700101	20991231	
2100677		Procedure	CPT4	CPT4		00162	19700101	20991231	
2100678		Procedure	CPT4	CPT4	S	00164	19700101	20991231	
759439		Measurement	CPT4	CPT4	S	0016M	20210503	20991231	
42739912		Procedure	CPT4	CPT4	S	0016T	19700101	20110505	
725001		Measurement	CPT4	CPT4	S	0016U	20180501	20991231	
2100680		Procedure	CPT4	CPT4	S	00170	19700101	20991231	
2100681		Procedure	CPT4	CPT4	S	00172	19700101	20991231	
2100692		Procedure	CPT4	CPT4	S	00174	19700101	20991231	
2100693		Procedure	CPT4	CPT4	S	00176	19700101	20991231	
1389532		Measurement	CPT4	CPT4	S	0017M	20221107	20991231	
42739913		Procedure	CPT4	CPT4	S	0017T	19700101	20110505	
725002		Measurement	CPT4	CPT4	S	0017U	20180501	20991231	
1389533		Measurement	CPT4	CPT4	S	0018M	20221107	20991231	
42739914		Procedure	CPT4	CPT4	S	0018T	19700101	20070703	
926983		Measurement	CPT4	CPT4	S	0018U	20190506	20991231	
2100696		Procedure	CPT4	CPT4	S	00190	19700101	20991231	
2100697		Procedure	CPT4	CPT4	S	00192	19700101	20991231	
2100698		Procedure	CPT4	CPT4		0019T	19700101	20170507	
926984		Measurement	CPT4	CPT4	S	0019U	20190506	20991231	
42739916		Procedure	CPT4	CPT4		0020T	19700101	20060213	
926985		Measurement	CPT4	CPT4	S	0020U	20190506	20200503	
2100700		Procedure	CPT4	CPT4		00210	19700101	20991231	
2100701		Procedure	CPT4	CPT4	S	00211	20090406	20991231	
2100712		Procedure	CPT4	CPT4		00212	19700101	20991231	
2100713		Procedure	CPT4	CPT4	S	00214	19700101	20991231	
2100714		Procedure	CPT4	CPT4	S	00215	19700101	20991231	
2100715		Procedure	CPT4	CPT4		00216	19700101	20991231	
2100716		Procedure	CPT4	CPT4		00218	19700101	20991231	
766236		Drug	CPT4	CPT4		0021A	19700101	20991231	
42739929		Procedure	CPT4	CPT4	S	0021T	19700101	20070703	
926986		Measurement	CPT4	CPT4	S	0021U	20190506	20991231	
2100718		Procedure	CPT4	CPT4		00220	19700101	20991231	
2100719		Procedure	CPT4	CPT4	S	00222	19700101	20991231	
766237		Drug	CPT4	CPT4		0022A	19700101	20991231	
926987		Measurement	CPT4	CPT4	S	0022U	20190506	20991231	
759440		Drug	CPT4	CPT4		0023A	20210503	20230501	
42739917		Procedure	CPT4	CPT4	S	0023T	19700101	20060213	
926988		Measurement	CPT4	CPT4	S	0023U	20190506	20991231	
759441		Drug	CPT4	CPT4		0024A	20210503	20230501	
42739918		Procedure	CPT4	CPT4	S	0024T	19700101	20080401	
926989		Measurement	CPT4	CPT4	S	0024U	20190506	20991231	
42739919		Procedure	CPT4	CPT4	S	0025T	19700101	20040331	
926990		Measurement	CPT4	CPT4	S	0025U	20190506	20991231	
42739920		Procedure	CPT4	CPT4	S	0026T	19700101	20090406	
926991		Measurement	CPT4	CPT4	S	0026U	20190506	20991231	
42740404		Procedure	CPT4	CPT4	S	0027T	20030331	20090406	
926992		Measurement	CPT4	CPT4	S	0027U	20190506	20991231	
42740405		Procedure	CPT4	CPT4	S	0028T	20030331	20090406	
926993		Measurement	CPT4	CPT4		0028U	20190506	20200503	
42740406		Procedure	CPT4	CPT4	S	0029T	20030331	20090406	
926994		Measurement	CPT4	CPT4	S	0029U	20190506	20991231	
2100737		Procedure	CPT4	CPT4	S	00300	19700101	20991231	
2100738		Procedure	CPT4	CPT4	S	0030T	20030331	20130508	
926995		Measurement	CPT4	CPT4	S	0030U	20190506	20991231	
766235		Drug	CPT4	CPT4		0031A	19700101	20991231	
42740408		Procedure	CPT4	CPT4	S	0031T	20030331	20090406	
926996		Measurement	CPT4	CPT4	S	0031U	20190506	20991231	
2100740		Procedure	CPT4	CPT4	S	00320	19700101	20991231	
2100741		Procedure	CPT4	CPT4	S	00322	19700101	20991231	
2100752		Procedure	CPT4	CPT4	S	00326	20030331	20991231	
759442		Drug	CPT4	CPT4		0032A	20210503	20230501	
42740409		Procedure	CPT4	CPT4	S	0032T	20030331	20090406	
926997		Measurement	CPT4	CPT4	S	0032U	20190506	20991231	
759443		Drug	CPT4	CPT4		0033A	20210503	20230501	
42740410		Procedure	CPT4	CPT4	S	0033T	20030331	20060213	
926998		Measurement	CPT4	CPT4	S	0033U	20190506	20991231	
759444		Drug	CPT4	CPT4		0034A	20210503	20991231	
42740411		Procedure	CPT4	CPT4	S	0034T	20030331	20060213	
926999		Measurement	CPT4	CPT4	S	0034U	20190506	20991231	
2100756		Procedure	CPT4	CPT4		00350	19700101	20991231	
2100757		Procedure	CPT4	CPT4	S	00352	19700101	20991231	
42740412		Procedure	CPT4	CPT4	S	0035T	20030331	20060213	
927000		Measurement	CPT4	CPT4	S	0035U	20190506	20991231	
42740413		Procedure	CPT4	CPT4	S	0036T	20030331	20060213	
927001		Measurement	CPT4	CPT4	S	0036U	20190506	20991231	
42740414		Procedure	CPT4	CPT4	S	0037T	20030331	20060213	
927002		Measurement	CPT4	CPT4	S	0037U	20190506	20991231	
42740415		Procedure	CPT4	CPT4	S	0038T	20030331	20060213	
927003		Measurement	CPT4	CPT4	S	0038U	20190506	20991231	
42740416		Procedure	CPT4	CPT4	S	0039T	20030331	20060213	
927004		Measurement	CPT4	CPT4	S	0039U	20190506	20991231	
2100773		Procedure	CPT4	CPT4	S	00400	19700101	20991231	
2100774		Procedure	CPT4	CPT4	S	00402	19700101	20991231	
2100775		Procedure	CPT4	CPT4	S	00404	19700101	20991231	
2100776		Procedure	CPT4	CPT4	S	00406	19700101	20991231	
42740439		Procedure	CPT4	CPT4	S	0040T	20030331	20060213	
927005		Measurement	CPT4	CPT4	S	0040U	20190506	20991231	
2100778		Procedure	CPT4	CPT4	S	00410	19700101	20991231	
759428		Drug	CPT4	CPT4		0041A	19700101	20991231	
42740417		Procedure	CPT4	CPT4	S	0041T	20030331	20090406	
927006		Measurement	CPT4	CPT4	S	0041U	20190506	20991231	
2722184		Procedure	CPT4	CPT4	S	00420	19700101	20130508	
759429		Drug	CPT4	CPT4		0042A	19700101	20991231	
2100780		Procedure	CPT4	CPT4	S	0042T	20030331	20991231	
927007		Measurement	CPT4	CPT4	S	0042U	20190506	20991231	
759445		Drug	CPT4	CPT4		0043A	20210503	20230501	
42740419		Procedure	CPT4	CPT4	S	0043T	20030331	20090406	
927008		Measurement	CPT4	CPT4	S	0043U	20190506	20991231	
759446		Drug	CPT4	CPT4		0044A	20210503	20991231	
42740420		Procedure	CPT4	CPT4	S	0044T	20030331	20070703	
927009		Measurement	CPT4	CPT4	S	0044U	20190506	20991231	
2100793		Procedure	CPT4	CPT4		00450	19700101	20991231	
2100794		Procedure	CPT4	CPT4		00452	19700101	20150510	
2100795		Procedure	CPT4	CPT4		00454	19700101	20991231	
42740588		Procedure	CPT4	CPT4	S	0045T	20040331	20070703	
927010		Measurement	CPT4	CPT4	S	0045U	20190506	20991231	
42740589		Procedure	CPT4	CPT4	S	0046T	20040331	20090406	
927011		Measurement	CPT4	CPT4	S	0046U	20190506	20991231	
2100798		Procedure	CPT4	CPT4		00470	19700101	20991231	
2100799		Procedure	CPT4	CPT4		00472	19700101	20991231	
2100800		Procedure	CPT4	CPT4	S	00474	19700101	20991231	
42740590		Procedure	CPT4	CPT4	S	0047T	20040331	20090406	
927012		Measurement	CPT4	CPT4	S	0047U	20190506	20991231	
2100812		Procedure	CPT4	CPT4	S	0048T	20040331	20130508	
927013		Measurement	CPT4	CPT4	S	0048U	20190506	20991231	
42740592		Procedure	CPT4	CPT4	S	0049T	20040331	20090406	
927014		Measurement	CPT4	CPT4	S	0049U	20190506	20991231	
2100814		Procedure	CPT4	CPT4	S	00500	19700101	20991231	
2100815		Procedure	CPT4	CPT4	S	0050T	20040331	20130508	
927015		Measurement	CPT4	CPT4	S	0050U	20190506	20991231	
759430		Drug	CPT4	CPT4		0051A	19700101	20991231	
2100816		Procedure	CPT4	CPT4		0051T	20040331	20180506	
927016		Measurement	CPT4	CPT4	S	0051U	20190506	20991231	
2100817		Procedure	CPT4	CPT4	S	00520	19700101	20991231	
2100818		Procedure	CPT4	CPT4	S	00522	19700101	20991231	
2100819		Procedure	CPT4	CPT4	S	00524	19700101	20991231	
2100820		Procedure	CPT4	CPT4	S	00528	19700101	20991231	
2100821		Procedure	CPT4	CPT4	S	00529	20040331	20991231	
759431		Drug	CPT4	CPT4		0052A	19700101	20991231	
2100822		Procedure	CPT4	CPT4	S	0052T	20040331	20180506	
927017		Measurement	CPT4	CPT4	S	0052U	20190506	20991231	
2100823		Procedure	CPT4	CPT4		00530	19700101	20991231	
2100824		Procedure	CPT4	CPT4	S	00532	19700101	20991231	
2100825		Procedure	CPT4	CPT4	S	00534	19700101	20991231	
2100826		Procedure	CPT4	CPT4	S	00537	19700101	20991231	
2100827		Procedure	CPT4	CPT4	S	00539	20030331	20991231	
759725		Drug	CPT4	CPT4		0053A	19700101	20991231	
2100828		Procedure	CPT4	CPT4	S	0053T	20040331	20180506	
927018		Procedure	CPT4	CPT4	S	0053U	20190506	20991231	
2100829		Procedure	CPT4	CPT4	S	00540	19700101	20991231	
2100830		Procedure	CPT4	CPT4	S	00541	20030331	20991231	
2100831		Procedure	CPT4	CPT4	S	00542	19700101	20991231	
42735156		Procedure	CPT4	CPT4	S	00544	19700101	20040331	
2100843		Procedure	CPT4	CPT4	S	00546	19700101	20991231	
2100844		Procedure	CPT4	CPT4	S	00548	19700101	20991231	
759726		Drug	CPT4	CPT4		0054A	19700101	20991231	
2100845		Procedure	CPT4	CPT4	S	0054T	20040331	20991231	
927019		Measurement	CPT4	CPT4	S	0054U	20190506	20991231	
2100846		Procedure	CPT4	CPT4	S	00550	19700101	20991231	
2100847		Procedure	CPT4	CPT4	S	0055T	20040331	20991231	
927020		Measurement	CPT4	CPT4	S	0055U	20190506	20991231	
2100848		Procedure	CPT4	CPT4	S	00560	19700101	20991231	
2100849		Procedure	CPT4	CPT4	S	00561	20050119	20991231	
2100850		Procedure	CPT4	CPT4	S	00562	19700101	20991231	
2100851		Procedure	CPT4	CPT4	S	00563	19700101	20991231	
2100872		Procedure	CPT4	CPT4	S	00566	19700101	20991231	
2100873		Procedure	CPT4	CPT4	S	00567	20090406	20991231	
42740599		Procedure	CPT4	CPT4	S	0056T	20040331	20080401	
927021		Measurement	CPT4	CPT4	S	0056U	20190506	20230501	
42740600		Procedure	CPT4	CPT4	S	0057T	20040331	20050119	
927022		Measurement	CPT4	CPT4	S	0057U	20190506	20200503	
2100876		Procedure	CPT4	CPT4	S	00580	19700101	20991231	
2100877		Procedure	CPT4	CPT4		0058T	20040331	20201231	
927023		Measurement	CPT4	CPT4	S	0058U	20190506	20991231	
2100878		Procedure	CPT4	CPT4		0059T	20040331	20150510	
927024		Measurement	CPT4	CPT4	S	0059U	20190506	20991231	
2100879		Procedure	CPT4	CPT4	S	00600	19700101	20991231	
2100880		Procedure	CPT4	CPT4	S	00604	19700101	20991231	
42740603		Procedure	CPT4	CPT4	S	0060T	20040331	20090406	
927025		Measurement	CPT4	CPT4	S	0060U	20190506	20991231	
759447		Drug	CPT4	CPT4		0061A	20210503	20230501	
42740604		Procedure	CPT4	CPT4	S	0061T	20040331	20090406	
927026		Measurement	CPT4	CPT4	S	0061U	20190506	20991231	
2100893		Procedure	CPT4	CPT4		00620	19700101	20991231	
2100894		Procedure	CPT4	CPT4		00622	19700101	20150510	
2100895		Procedure	CPT4	CPT4	S	00625	20070703	20991231	
2100896		Procedure	CPT4	CPT4	S	00626	20070703	20991231	
759448		Drug	CPT4	CPT4		0062A	20210503	20230501	
42740709		Procedure	CPT4	CPT4	S	0062T	20050119	20100403	
709814		Measurement	CPT4	CPT4	S	0062U	20200504	20991231	
2100898		Procedure	CPT4	CPT4		00630	19700101	20991231	
2100899		Procedure	CPT4	CPT4		00632	19700101	20991231	
2100900		Procedure	CPT4	CPT4	S	00634	19700101	20150510	
2100901		Procedure	CPT4	CPT4	S	00635	19700101	20991231	
759449		Drug	CPT4	CPT4		0063A	20210503	20230501	
42740710		Procedure	CPT4	CPT4	S	0063T	20050119	20100403	
709815		Measurement	CPT4	CPT4	S	0063U	20200504	20991231	
2100913		Procedure	CPT4	CPT4	S	00640	20030331	20991231	
759727		Drug	CPT4	CPT4		0064A	19700101	20991231	
42740711		Procedure	CPT4	CPT4	S	0064T	20050119	20100403	
709816		Measurement	CPT4	CPT4	S	0064U	20200504	20991231	
42740712		Procedure	CPT4	CPT4	S	0065T	20050119	20080401	
709817		Measurement	CPT4	CPT4	S	0065U	20200504	20991231	
42740713		Procedure	CPT4	CPT4	S	0066T	20050119	20100403	
709818		Measurement	CPT4	CPT4	S	0066U	20200504	20991231	
2100917		Procedure	CPT4	CPT4	S	00670	19700101	20991231	
42740714		Procedure	CPT4	CPT4	S	0067T	20050119	20100403	
709819		Measurement	CPT4	CPT4	S	0067U	20200504	20991231	
42740715		Procedure	CPT4	CPT4	S	0068T	20050119	20100403	
709820		Measurement	CPT4	CPT4	S	0068U	20200504	20991231	
42740716		Procedure	CPT4	CPT4	S	0069T	20050119	20100403	
709821		Measurement	CPT4	CPT4	S	0069U	20200504	20991231	
2100921		Procedure	CPT4	CPT4		00700	19700101	20991231	
2100932		Procedure	CPT4	CPT4		00702	19700101	20991231	
42740717		Procedure	CPT4	CPT4	S	0070T	20050119	20100403	
709822		Measurement	CPT4	CPT4	S	0070U	20200504	20991231	
759728		Drug	CPT4	CPT4		0071A	19700101	20991231	
2100934		Procedure	CPT4	CPT4	S	0071T	20050119	20991231	
709823		Procedure	CPT4	CPT4	S	0071U	20200504	20991231	
759729		Drug	CPT4	CPT4		0072A	19700101	20991231	
2100935		Procedure	CPT4	CPT4	S	0072T	20050119	20991231	
709824		Procedure	CPT4	CPT4	S	0072U	20200504	20991231	
2100936		Procedure	CPT4	CPT4		00730	19700101	20991231	
725003		Procedure	CPT4	CPT4	S	00731	20180501	20991231	
725004		Procedure	CPT4	CPT4	S	00732	20180501	20991231	
759450		Drug	CPT4	CPT4		0073A	20210503	20991231	
2100937		Procedure	CPT4	CPT4	S	0073T	20050119	20150510	
709825		Procedure	CPT4	CPT4	S	0073U	20200504	20991231	
2100938		Procedure	CPT4	CPT4		00740	19700101	20180506	
759451		Drug	CPT4	CPT4		0074A	20210503	20991231	
42740721		Observation	CPT4	CPT4		0074T	20050119	20080401	
709827		Procedure	CPT4	CPT4	S	0074U	20200504	20991231	
2100940		Procedure	CPT4	CPT4		00750	19700101	20991231	
2100941		Procedure	CPT4	CPT4	S	00752	19700101	20991231	
2100952		Procedure	CPT4	CPT4		00754	19700101	20991231	
2100953		Procedure	CPT4	CPT4		00756	19700101	20991231	
2100954		Procedure	CPT4	CPT4	S	0075T	20050119	20991231	
709828		Procedure	CPT4	CPT4	S	0075U	20200504	20991231	
2100955		Procedure	CPT4	CPT4	S	0076T	20050119	20991231	
709829		Procedure	CPT4	CPT4	S	0076U	20200504	20991231	
2100956		Procedure	CPT4	CPT4	S	00770	19700101	20991231	
42740724		Procedure	CPT4	CPT4	S	0077T	20050119	20100403	
709830		Measurement	CPT4	CPT4	S	0077U	20200504	20991231	
2100958		Procedure	CPT4	CPT4	S	0078T	20050119	20140415	
709831		Measurement	CPT4	CPT4	S	0078U	20200504	20991231	
2100959		Procedure	CPT4	CPT4	S	00790	19700101	20991231	
2100960		Procedure	CPT4	CPT4	S	00792	19700101	20991231	
2100961		Procedure	CPT4	CPT4	S	00794	19700101	20991231	
2100972		Procedure	CPT4	CPT4	S	00796	19700101	20991231	
2100973		Procedure	CPT4	CPT4	S	00797	19700101	20991231	
2100974		Procedure	CPT4	CPT4	S	0079T	20050119	20140415	
709832		Measurement	CPT4	CPT4	S	0079U	20200504	20991231	
2100975		Procedure	CPT4	CPT4		00800	19700101	20991231	
2100976		Procedure	CPT4	CPT4		00802	19700101	20991231	
2100977		Procedure	CPT4	CPT4	S	0080T	20050119	20140415	
709833		Measurement	CPT4	CPT4	S	0080U	20200504	20991231	
2100978		Procedure	CPT4	CPT4	S	00810	19700101	20180506	
725005		Procedure	CPT4	CPT4	S	00811	20180501	20991231	
725006		Procedure	CPT4	CPT4	S	00812	20180501	20991231	
725007		Procedure	CPT4	CPT4	S	00813	20180501	20991231	
759452		Drug	CPT4	CPT4		0081A	20210503	20991231	
2100979		Procedure	CPT4	CPT4	S	0081T	20050119	20140415	
742193		Measurement	CPT4	CPT4	S	0081U	20190506	20200101	
2100980		Procedure	CPT4	CPT4		00820	19700101	20991231	
759453		Drug	CPT4	CPT4		0082A	20210503	20991231	
42740729		Procedure	CPT4	CPT4	S	0082T	20050119	20070703	
709834		Measurement	CPT4	CPT4	S	0082U	20200504	20991231	
2100992		Procedure	CPT4	CPT4		00830	19700101	20991231	
2100993		Procedure	CPT4	CPT4		00832	19700101	20991231	
2100994		Procedure	CPT4	CPT4	S	00834	20030331	20991231	
2100995		Procedure	CPT4	CPT4	S	00836	20030331	20991231	
759454		Drug	CPT4	CPT4		0083A	20210503	20991231	
42740730		Procedure	CPT4	CPT4	S	0083T	20050119	20070703	
709835		Measurement	CPT4	CPT4	S	0083U	20200504	20991231	
2100997		Procedure	CPT4	CPT4	S	00840	19700101	20991231	
2100998		Procedure	CPT4	CPT4	S	00842	19700101	20991231	
2100999		Procedure	CPT4	CPT4	S	00844	19700101	20991231	
2101000		Procedure	CPT4	CPT4	S	00846	19700101	20991231	
2101001		Procedure	CPT4	CPT4	S	00848	19700101	20991231	
759455		Drug	CPT4	CPT4		0084A	20210503	20230501	
42740731		Procedure	CPT4	CPT4	S	0084T	20050119	20100403	
709836		Measurement	CPT4	CPT4	S	0084U	20200504	20991231	
2101013		Procedure	CPT4	CPT4	S	00850	19700101	20130508	
2101014		Procedure	CPT4	CPT4	S	00851	19700101	20991231	
2101015		Procedure	CPT4	CPT4	S	00855	19700101	20130508	
2101016		Procedure	CPT4	CPT4	S	00857	19700101	20130508	
2101017		Measurement	CPT4	CPT4	S	0085T	20050119	20201231	
709837		Measurement	CPT4	CPT4		0085U	20200504	20210101	
2101018		Procedure	CPT4	CPT4	S	00860	19700101	20991231	
2101019		Procedure	CPT4	CPT4	S	00862	19700101	20991231	
2101020		Procedure	CPT4	CPT4	S	00864	19700101	20991231	
2101021		Procedure	CPT4	CPT4	S	00865	19700101	20991231	
2101032		Procedure	CPT4	CPT4	S	00866	19700101	20991231	
2101033		Procedure	CPT4	CPT4	S	00868	19700101	20991231	
42739731		Procedure	CPT4	CPT4	S	00869	19700101	20030331	
42740733		Procedure	CPT4	CPT4	S	0086T	20050119	20100403	
709838		Measurement	CPT4	CPT4	S	0086U	20200504	20991231	
2101036		Procedure	CPT4	CPT4	S	00870	19700101	20991231	
2101037		Procedure	CPT4	CPT4	S	00872	19700101	20991231	
2101038		Procedure	CPT4	CPT4	S	00873	19700101	20991231	
42740734		Procedure	CPT4	CPT4	S	0087T	20050119	20100403	
709839		Procedure	CPT4	CPT4	S	0087U	20200504	20991231	
2101040		Procedure	CPT4	CPT4	S	00880	19700101	20991231	
2101041		Procedure	CPT4	CPT4	S	00882	19700101	20991231	
2101052		Procedure	CPT4	CPT4	S	00884	19700101	20130508	
42740735		Procedure	CPT4	CPT4	S	0088T	20050119	20090406	
709840		Procedure	CPT4	CPT4	S	0088U	20200504	20991231	
42740971		Procedure	CPT4	CPT4	S	0089T	20060213	20090406	
709841		Procedure	CPT4	CPT4	S	0089U	20200504	20991231	
2101055		Procedure	CPT4	CPT4	S	00900	19700101	20130508	
2101056		Procedure	CPT4	CPT4		00902	19700101	20991231	
2101057		Procedure	CPT4	CPT4		00904	19700101	20991231	
2101058		Procedure	CPT4	CPT4		00906	19700101	20991231	
2101059		Procedure	CPT4	CPT4		00908	19700101	20991231	
42740939		Procedure	CPT4	CPT4	S	0090T	20060213	20090406	
709842		Measurement	CPT4	CPT4	S	0090U	20200504	20991231	
2101061		Procedure	CPT4	CPT4		00910	19700101	20991231	
2101062		Procedure	CPT4	CPT4		00912	19700101	20991231	
2101063		Procedure	CPT4	CPT4		00914	19700101	20991231	
2101064		Procedure	CPT4	CPT4		00916	19700101	20991231	
2101065		Procedure	CPT4	CPT4	S	00918	19700101	20991231	
759456		Drug	CPT4	CPT4		0091A	20210503	20991231	
42740907		Procedure	CPT4	CPT4	S	0091T	20060213	20070703	
709843		Measurement	CPT4	CPT4	S	0091U	20200504	20991231	
2101067		Procedure	CPT4	CPT4		00920	19700101	20991231	
2101068		Procedure	CPT4	CPT4	S	00921	20030331	20991231	
2101069		Procedure	CPT4	CPT4		00922	19700101	20991231	
2101070		Procedure	CPT4	CPT4		00924	19700101	20991231	
2101071		Procedure	CPT4	CPT4		00926	19700101	20991231	
2101582		Procedure	CPT4	CPT4		00928	19700101	20991231	
759457		Drug	CPT4	CPT4		0092A	20210503	20991231	
2101583		Procedure	CPT4	CPT4	S	0092T	20060213	20150510	
709844		Measurement	CPT4	CPT4	S	0092U	20200504	20991231	
2101584		Procedure	CPT4	CPT4		00930	19700101	20991231	
2101585		Procedure	CPT4	CPT4		00932	19700101	20991231	
2101586		Procedure	CPT4	CPT4	S	00934	19700101	20991231	
2101587		Procedure	CPT4	CPT4	S	00936	19700101	20991231	
2101588		Procedure	CPT4	CPT4	S	00938	19700101	20991231	
759458		Drug	CPT4	CPT4		0093A	20210503	20991231	
42740804		Procedure	CPT4	CPT4	S	0093T	20060213	20090406	
709845		Measurement	CPT4	CPT4	S	0093U	20200504	20991231	
2101590		Procedure	CPT4	CPT4	S	00940	19700101	20991231	
2101591		Procedure	CPT4	CPT4	S	00942	19700101	20991231	
2101592		Procedure	CPT4	CPT4		00944	19700101	20991231	
2101593		Procedure	CPT4	CPT4	S	00946	19700101	20130508	
2101594		Procedure	CPT4	CPT4		00948	19700101	20991231	
759459		Drug	CPT4	CPT4		0094A	20210503	20991231	
42740839		Procedure	CPT4	CPT4	S	0094T	20060213	20070703	
709846		Measurement	CPT4	CPT4	S	0094U	20200504	20991231	
2101596		Procedure	CPT4	CPT4		00950	19700101	20991231	
2101597		Procedure	CPT4	CPT4	S	00952	19700101	20991231	
2101598		Procedure	CPT4	CPT4	S	00955	19700101	20130508	
2101599		Procedure	CPT4	CPT4	S	0095T	20060213	20991231	
709847		Measurement	CPT4	CPT4	S	0095U	20200504	20991231	
42741004		Procedure	CPT4	CPT4	S	0096T	20060213	20090406	
709848		Measurement	CPT4	CPT4	S	0096U	20200504	20991231	
42740972		Procedure	CPT4	CPT4	S	0097T	20060213	20070703	
709849		Measurement	CPT4	CPT4	S	0097U	20200504	20230501	
2101602		Procedure	CPT4	CPT4	S	0098T	20060213	20991231	
